BTC-Date,BTC-Open,BTC-High,BTC-Low,BTC-Close,BTC-Adj Close,BTC-Volume,ETH-Date,ETH-Open,ETH-High,ETH-Low,ETH-Close,ETH-Adj Close,ETH-Volume,DOGE-Date,DOGE-Open,DOGE-High,DOGE-Low,DOGE-Close,DOGE-Adj Close,DOGE-Volume,LTC-Date,LTC-Open,LTC-High,LTC-Low,LTC-Close,LTC-Adj Close,LTC-Volume
17/03/2017,1172.880005,1174.900024,1063.47998,1071.709961,1071.709961,183879768,17/03/2017,45.509998,54.880001,34.549999,44.48,44.48,126403905,17/03/2017,0.000228,0.000234,0.000223,0.000226,0.000226,801,17/03/2017,4.33,4.42,4.07,4.2,4.2,2058054
18/03/2017,1071.709961,1103.609985,940.179993,971.380005,971.380005,212772055,18/03/2017,44.48,45.240002,30.629999,34,34,78375178,18/03/2017,0.000226,0.000226,0.000209,0.00021,0.00021,902,18/03/2017,4.2,4.35,3.85,4.05,4.05,2694649
19/03/2017,971.380005,1063.670044,967.309998,1022.599976,1022.599976,108128237,19/03/2017,34,45.549999,33.400002,43.119999,43.119999,66179861,19/03/2017,0.00021,0.000228,0.000209,0.000221,0.000221,827,19/03/2017,4.05,4.17,3.92,3.98,3.98,1049375
20/03/2017,1022.599976,1057.5,1005.049988,1047.51001,1047.51001,63833143,20/03/2017,43.119999,45.509998,40.93,42.509998,42.509998,36051939,20/03/2017,0.000221,0.000235,0.00021,0.000217,0.000217,398,20/03/2017,3.98,4.15,3.9,4.12,4.12,659202
21/03/2017,1047.51001,1125.530029,1043.869995,1121.290039,1121.290039,101051998,21/03/2017,42.509998,43.799999,41.68,42.669998,42.669998,20719388,21/03/2017,0.000217,0.00024,0.000212,0.00023,0.00023,2889,21/03/2017,4.12,4.15,4.01,4.09,4.09,784264
22/03/2017,1121.290039,1121.880005,997.780029,1044.719971,1044.719971,120730492,22/03/2017,42.669998,42.939999,38.560001,41.650002,41.650002,24709533,22/03/2017,0.00023,0.000244,0.00023,0.000243,0.000243,1330,22/03/2017,4.09,4.11,3.88,3.98,3.98,1320995
23/03/2017,1044.719971,1062.790039,1022.02002,1035.030029,1035.030029,58898141,23/03/2017,41.650002,44.259998,40.59,43.200001,43.200001,23891682,23/03/2017,0.000243,0.000243,0.000233,0.000241,0.000241,842,23/03/2017,3.98,4.1,3.94,4.02,4.02,505477
24/03/2017,1035.030029,1038.380005,927.349976,939.700012,939.700012,130042865,24/03/2017,43.200001,53.740002,42.77,53.189999,53.189999,73808171,24/03/2017,0.000241,0.000301,0.000236,0.000276,0.000276,2224,24/03/2017,4.02,4.37,3.98,4.18,4.18,2497555
25/03/2017,939.700012,995.960022,890.429993,966.299988,966.299988,118395054,25/03/2017,53.189999,53.59,47.619999,50.619999,50.619999,54975694,25/03/2017,0.000276,0.000297,0.000257,0.000297,0.000297,1856,25/03/2017,4.18,4.28,4.01,4.13,4.13,1412989
26/03/2017,966.299988,1004.320007,946.650024,969.440002,969.440002,83255983,26/03/2017,50.619999,51.68,48.450001,50.630001,50.630001,23147171,26/03/2017,0.000297,0.000327,0.000282,0.000289,0.000289,852,26/03/2017,4.13,4.19,4.04,4.1,4.1,605827
26/03/2017,969.440002,1048.849976,961.799988,1045.140015,1045.140015,92332221,26/03/2017,50.619999,51.68,48.450001,50.630001,50.630001,23147171,26/03/2017,0.000297,0.000327,0.000282,0.000289,0.000289,852,26/03/2017,4.13,4.19,4.04,4.1,4.1,605827
27/03/2017,1045.140015,1068.410034,1015.450012,1044.420044,1044.420044,83567551,27/03/2017,49.060001,50.549999,48.5,50.25,50.25,22561201,27/03/2017,0.000256,0.000272,0.00025,0.000267,0.000267,1457,27/03/2017,4.1,4.33,4.08,4.2,4.2,630059
28/03/2017,1044.420044,1058.660034,1008.340027,1041.900024,1041.900024,71261535,28/03/2017,50.25,53.970001,50.080002,53.07,53.07,38472526,28/03/2017,0.000267,0.00028,0.00026,0.000265,0.000265,1462,28/03/2017,4.2,4.41,4.14,4.32,4.32,1075702
29/03/2017,1041.900024,1052.660034,1020.929993,1037.910034,1037.910034,77633883,29/03/2017,53.07,53.630001,51.360001,51.91,51.91,21489377,29/03/2017,0.000265,0.00032,0.00026,0.000312,0.000312,1302,29/03/2017,4.32,8.23,4.29,7.5,7.5,41126154
30/03/2017,1037.910034,1088.199951,1035.180054,1079.109985,1079.109985,96543920,30/03/2017,51.91,52.220001,46.830002,49.91,49.91,37271970,30/03/2017,0.000312,0.000407,0.000308,0.000339,0.000339,2522,30/03/2017,7.5,7.81,5.89,7.1,7.1,21628256
31/03/2017,1079.109985,1103.73999,1067.469971,1086.119995,1086.119995,55020078,31/03/2017,49.91,51.77,48.650002,50.599998,50.599998,16332366,31/03/2017,0.000339,0.000363,0.000321,0.000335,0.000335,2922,31/03/2017,7.1,7.61,6.47,7.48,7.48,11297597
1/04/2017,1086.119995,1109.47998,1074.209961,1097.400024,1097.400024,77853933,1/04/2017,50.599998,51.150002,47.580002,48.549999,48.549999,29315614,1/04/2017,0.000335,0.00057,0.000319,0.000517,0.000517,1730,1/04/2017,7.48,8.56,7.04,8.22,8.22,21416364
2/04/2017,1097.400024,1157.869995,1095.550049,1147.560059,1147.560059,111870807,2/04/2017,48.549999,48.759998,42.490002,44.130001,44.130001,44841678,2/04/2017,0.000517,0.000623,0.000424,0.00043,0.00043,2551,2/04/2017,8.22,9.27,7.48,8.57,8.57,22252992
3/04/2017,1147.560059,1161.189941,1122.150024,1141.77002,1141.77002,81164094,3/04/2017,44.130001,45.970001,41.279999,44.43,44.43,30705300,3/04/2017,0.00043,0.000496,0.000421,0.00043,0.00043,3134,3/04/2017,8.57,9.48,8.19,8.97,8.97,21289275
4/04/2017,1141.77002,1143.839966,1110.060059,1129.869995,1129.869995,78335573,4/04/2017,44.43,47.490002,44.119999,44.900002,44.900002,21702217,4/04/2017,0.00043,0.00045,0.000414,0.000439,0.000439,2007,4/04/2017,8.97,12.85,8.82,12.39,12.39,52482355
5/04/2017,1129.869995,1201.550049,1130.51001,1188.699951,1188.699951,108182158,5/04/2017,44.900002,45.869999,40.990002,43.23,43.23,23956305,5/04/2017,0.000439,0.00048,0.00043,0.000444,0.000444,2945,5/04/2017,12.39,12.62,9.83,10.7,10.7,49620286
6/04/2017,1188.699951,1201.22998,1173.180054,1190.48999,1190.48999,71184485,6/04/2017,43.23,44.580002,41.580002,42.310001,42.310001,12658079,6/04/2017,0.000444,0.000452,0.000398,0.000399,0.000399,3295,6/04/2017,10.7,11.27,9.4,9.89,9.89,22285843
7/04/2017,1190.48999,1198.219971,1166.650024,1180.780029,1180.780029,39393003,7/04/2017,42.310001,45.77,42.169998,44.369999,44.369999,12638180,7/04/2017,0.000399,0.000437,0.000399,0.000424,0.000424,1065,7/04/2017,9.89,11.22,9.78,10.66,10.66,12488907
8/04/2017,1180.780029,1215.099976,1173.98999,1204.339966,1204.339966,54498333,8/04/2017,44.369999,44.73,42.790001,43.720001,43.720001,7984771,8/04/2017,0.000424,0.00044,0.000366,0.00039,0.00039,3065,8/04/2017,10.66,10.94,8.71,9.21,9.21,21616917
9/04/2017,1204.339966,1214.869995,1194.810059,1206.709961,1206.709961,48473680,9/04/2017,43.720001,44.57,42.490002,43.740002,43.740002,9252478,9/04/2017,0.00039,0.000395,0.000371,0.000385,0.000385,1501,9/04/2017,9.21,10.12,8.84,9.8,9.8,13718090
10/04/2017,1206.709961,1229.569946,1195.76001,1220.73999,1220.73999,45563707,10/04/2017,43.740002,44.43,43.470001,43.740002,43.740002,6477981,10/04/2017,0.000385,0.0004,0.000374,0.000398,0.000398,1809,10/04/2017,9.8,10.32,9.37,9.66,9.66,8935940
11/04/2017,1220.73999,1225.459961,1207.359985,1212.530029,1212.530029,54699396,11/04/2017,43.740002,47.889999,43.259998,46.380001,46.380001,22030599,11/04/2017,0.000398,0.0004,0.000373,0.000395,0.000395,2490,11/04/2017,9.66,12.16,9.62,11.6,11.6,35836545
12/04/2017,1212.530029,1218.660034,1150.290039,1176.199951,1176.199951,78456422,12/04/2017,46.380001,51.040001,46.139999,49.970001,49.970001,28170249,12/04/2017,0.000395,0.000446,0.000393,0.000436,0.000436,1387,12/04/2017,11.6,11.72,10.69,11.06,11.06,12232849
13/04/2017,1176.199951,1195.400024,1162.160034,1177.329956,1177.329956,56129576,13/04/2017,49.970001,50.099998,46.529999,47.32,47.32,15807873,13/04/2017,0.000436,0.000469,0.000417,0.000451,0.000451,3883,13/04/2017,11.06,11.91,10.99,11.67,11.67,11641589
14/04/2017,1177.329956,1194.849976,841.530029,1176.98999,1176.98999,33877537,14/04/2017,47.32,62.029999,46.889999,48.889999,48.889999,10687561,14/04/2017,0.000451,0.000453,0.000396,0.000428,0.000428,3180,14/04/2017,11.67,12.2,10.99,11.67,11.67,11482683
15/04/2017,1176.98999,1187.969971,1166.73999,1176.800049,1176.800049,22538918,15/04/2017,48.889999,49.23,47.540001,48.220001,48.220001,4563693,15/04/2017,0.000428,0.00046,0.000417,0.00044,0.00044,1857,15/04/2017,11.67,11.86,11.51,11.73,11.73,3985606
16/04/2017,1176.800049,1202.969971,1172.810059,1194.01001,1194.01001,56095607,16/04/2017,48.220001,48.529999,47.57,47.939999,47.939999,8322156,16/04/2017,0.00044,0.00046,0.00043,0.00043,0.00043,1505,16/04/2017,11.73,12.81,10.54,11.26,11.26,23954844
17/04/2017,1194.01001,1213.880005,1191.140015,1206.089966,1206.089966,64900219,17/04/2017,47.939999,50.25,47.75,49.880001,49.880001,22065841,17/04/2017,0.00043,0.000473,0.00043,0.000466,0.000466,2558,17/04/2017,11.26,11.59,10.48,11.06,11.06,19065508
18/04/2017,1206.089966,1218.209961,1194.079956,1215.199951,1215.199951,53034357,18/04/2017,49.880001,50.5,46.860001,47.880001,47.880001,19057555,18/04/2017,0.000466,0.000475,0.000411,0.00044,0.00044,2986,18/04/2017,11.06,11.21,9.98,10.29,10.29,12092129
19/04/2017,1215.199951,1246.640015,1210.670044,1238.089966,1238.089966,69223360,19/04/2017,47.880001,49.560001,47.509998,49.360001,49.360001,15519870,19/04/2017,0.00044,0.000467,0.000438,0.000456,0.000456,2573,19/04/2017,10.29,11.45,10.1,10.97,10.97,13181862
20/04/2017,1238.089966,1256.969971,1235.560059,1249.640015,1249.640015,52498296,20/04/2017,49.360001,49.459999,48.09,48.27,48.27,9824903,20/04/2017,0.000456,0.000461,0.000438,0.000446,0.000446,3358,20/04/2017,10.97,12.47,10.84,12,12,23765409
21/04/2017,1249.640015,1256.969971,1215.780029,1240.890015,1240.890015,55776932,21/04/2017,48.27,48.939999,47.98,48.41,48.41,7451077,21/04/2017,0.000446,0.00046,0.000438,0.000455,0.000455,1116,21/04/2017,12,14.51,11.83,14.05,14.05,41723989
22/04/2017,1240.890015,1256.22998,1223.060059,1249.140015,1249.140015,54224355,22/04/2017,48.41,48.919998,47.91,48.75,48.75,8709584,22/04/2017,0.000455,0.000558,0.00044,0.000521,0.000521,2240,22/04/2017,14.05,15.74,13.86,15.15,15.15,53805875
23/04/2017,1249.140015,1256.359985,1234.859985,1248.180054,1248.180054,49281629,23/04/2017,48.75,50.41,48.720001,49.939999,49.939999,12211894,23/04/2017,0.000521,0.000521,0.00049,0.000508,0.000508,1531,23/04/2017,15.15,15.31,14.13,14.87,14.87,21087846
24/04/2017,1248.180054,1272.619995,1244.209961,1264.310059,1264.310059,56659016,24/04/2017,49.939999,50.610001,49.790001,50.09,50.09,8566119,24/04/2017,0.000508,0.00053,0.0005,0.000525,0.000525,1205,24/04/2017,14.87,15.26,14.08,15.06,15.06,19065935
25/04/2017,1264.310059,1309.199951,1263,1286.630005,1286.630005,77649710,25/04/2017,50.09,54.610001,50.009998,53.279999,53.279999,28727738,25/04/2017,0.000525,0.00055,0.00049,0.000538,0.000538,3512,25/04/2017,15.06,15.86,14.48,14.89,14.89,26712135
26/04/2017,1286.630005,1346.790039,1285.300049,1332.910034,1332.910034,83319636,26/04/2017,53.279999,63.419998,52.43,63.139999,63.139999,45226868,26/04/2017,0.000538,0.000551,0.00052,0.000544,0.000544,1631,26/04/2017,14.89,15.16,13.35,14.66,14.66,25883706
27/04/2017,1332.910034,1356.150024,1287.619995,1329.619995,1329.619995,104536476,27/04/2017,63.139999,73.849998,62.080002,72.419998,72.419998,71238627,27/04/2017,0.000544,0.000719,0.000544,0.000674,0.000674,725,27/04/2017,14.66,14.83,13.81,14.25,14.25,12777385
28/04/2017,1329.619995,1343.689941,1314.150024,1336.280029,1336.280029,55982468,28/04/2017,72.419998,74.029999,67.620003,69.830002,69.830002,38785700,28/04/2017,0.000674,0.0008,0.000665,0.000747,0.000747,3222,28/04/2017,14.25,15.79,14.28,15.75,15.75,15133267
29/04/2017,1336.280029,1358.939941,1309.660034,1351.910034,1351.910034,55470285,29/04/2017,69.830002,81.260002,69.279999,79.830002,79.830002,45723362,29/04/2017,0.000747,0.00078,0.000726,0.000726,0.000726,1657,29/04/2017,15.75,16.09,15.29,15.63,15.63,15498677
30/04/2017,1351.910034,1448.680054,1342.780029,1415.810059,1415.810059,144414038,30/04/2017,79.830002,83.870003,71.459999,77.529999,77.529999,99260395,30/04/2017,0.000726,0.00075,0.000579,0.000661,0.000661,4809,30/04/2017,15.63,16.25,14.95,15.74,15.74,21067993
1/05/2017,1415.810059,1471.140015,1394.829956,1445.930054,1445.930054,103342244,1/05/2017,77.529999,81.239998,74.639999,77.25,77.25,43090049,1/05/2017,0.000661,0.00067,0.00055,0.000634,0.000634,3433,1/05/2017,15.74,15.88,14.94,15.57,15.57,10808154
2/05/2017,1445.930054,1496.390015,1424.050049,1485.550049,1485.550049,122551707,2/05/2017,77.25,80.959999,75.400002,80.370003,80.370003,38833085,2/05/2017,0.000634,0.00065,0.000588,0.000638,0.000638,2196,2/05/2017,15.57,26.52,15.51,20.530001,20.530001,87432364
3/05/2017,1485.550049,1609.839966,1437.109985,1516.76001,1516.76001,213084949,3/05/2017,80.370003,95.309998,79.339996,94.550003,94.550003,84572615,3/05/2017,0.000638,0.000774,0.00063,0.000726,0.000726,4565,3/05/2017,20.530001,26.68,20.35,22.950001,22.950001,101954652
4/05/2017,1516.76001,1588.109985,1485.01001,1507.77002,1507.77002,188015771,4/05/2017,94.550003,97.660004,87.110001,90.790001,90.790001,72828175,4/05/2017,0.000726,0.000854,0.000686,0.000798,0.000798,2407,4/05/2017,22.950001,27.16,22.41,25.200001,25.200001,81502296
5/05/2017,1507.77002,1560.420044,1503.930054,1545.290039,1545.290039,92747185,5/05/2017,90.790001,95.599998,90.559998,94.82,94.82,30584898,5/05/2017,0.000798,0.001058,0.000789,0.001,0.001,3407,5/05/2017,25.200001,27.93,24.809999,27.459999,27.459999,38740868
6/05/2017,1545.290039,1572.890015,1495.180054,1554.449951,1554.449951,111708072,6/05/2017,94.82,96.370003,62.740002,90.459999,90.459999,45495746,6/05/2017,0.001,0.001505,0.001,0.001302,0.001302,5678,6/05/2017,27.459999,30.91,27.299999,29.5,29.5,64930012
7/05/2017,1554.449951,1667.670044,1552.859985,1664.469971,1664.469971,174687869,7/05/2017,90.459999,93.449997,80.93,88.389999,88.389999,50131802,7/05/2017,0.001302,0.001437,0.001253,0.001374,0.001374,12170,7/05/2017,29.5,29.83,27.110001,28.1,28.1,42746336
8/05/2017,1664.469971,1757.390015,1619.969971,1697.5,1697.5,219169486,8/05/2017,88.389999,89.580002,75.07,86.269997,86.269997,63784971,8/05/2017,0.001374,0.001416,0.00107,0.001165,0.001165,4656,8/05/2017,28.1,32.439999,23.280001,31.77,31.77,88418239
9/05/2017,1697.5,1766.180054,1664.98999,1752.310059,1752.310059,156203600,9/05/2017,86.269997,91.32,84.989998,87.830002,87.830002,28478144,9/05/2017,0.001165,0.001313,0.001151,0.001255,0.001255,7714,9/05/2017,31.77,36.470001,29.040001,31.280001,31.280001,124969930
10/05/2017,1752.310059,1864.76001,1741.540039,1819.290039,1819.290039,198829123,10/05/2017,87.830002,90.550003,85.769997,88.199997,88.199997,32402025,10/05/2017,0.001255,0.001255,0.001093,0.001225,0.001225,6818,10/05/2017,31.280001,32.080002,26.98,29.879999,29.879999,63878910
11/05/2017,1819.290039,1822.51001,1641.180054,1686.390015,1686.390015,192159873,11/05/2017,88.199997,90.57,83.150002,85.150002,85.150002,37700850,11/05/2017,0.00128,0.001601,0.00114,0.00128,0.00128,275,11/05/2017,29.879999,30.780001,25.559999,26.76,26.76,48199985
12/05/2017,1686.390015,1770.5,1594.589966,1763.73999,1763.73999,128390095,12/05/2017,85.150002,88.589996,81.809998,87.959999,87.959999,18579547,12/05/2017,0.001225,0.001225,0.001123,0.001137,0.001137,4250,12/05/2017,26.76,28.18,24.469999,28.139999,28.139999,34940101
13/05/2017,1763.73999,1802.75,1736.130005,1772.550049,1772.550049,72874378,13/05/2017,87.959999,89.699997,86.330002,88.720001,88.720001,14701160,13/05/2017,0.001137,0.0012,0.001098,0.001161,0.001161,7995,13/05/2017,28.139999,29.860001,26.790001,28.07,28.07,27363120
14/05/2017,1772.550049,1776.650024,1656.810059,1708.920044,1708.920044,138499150,14/05/2017,88.720001,94.300003,86.75,90.32,90.32,50259306,14/05/2017,0.001161,0.001161,0.001095,0.001131,0.001131,1847,14/05/2017,28.07,28.09,23.23,24.5,24.5,37537464
15/05/2017,1708.920044,1752.550049,1653.719971,1729.339966,1729.339966,130379207,15/05/2017,90.32,92.18,85.68,87.800003,87.800003,38782037,15/05/2017,0.001131,0.00114,0.000976,0.00104,0.00104,6860,15/05/2017,24.5,25.15,20.92,22.83,22.83,53456345
16/05/2017,1729.339966,1842.829956,1703.969971,1801.300049,1801.300049,170954154,16/05/2017,87.800003,89.400002,81.989998,86.980003,86.980003,39565758,16/05/2017,0.00104,0.00138,0.00099,0.001267,0.001267,3838,16/05/2017,22.83,26,20.32,25.059999,25.059999,59239250
17/05/2017,1801.300049,1980.48999,1791.119995,1880.98999,1880.98999,135901905,17/05/2017,86.980003,96.099998,86.690002,95.879997,95.879997,46394766,17/05/2017,0.001267,0.0017,0.00126,0.001424,0.001424,7814,17/05/2017,25.059999,28.790001,24.440001,27.879999,27.879999,46063027
18/05/2017,1880.98999,1969.699951,1875.280029,1962,1962,191523926,18/05/2017,95.879997,129.470001,95.730003,124.379997,124.379997,130687977,18/05/2017,0.001424,0.001475,0.001385,0.001439,0.001439,1715,18/05/2017,27.879999,28.200001,26.190001,27.27,27.27,37085394
19/05/2017,1962,2048.449951,1944.400024,2040.180054,2040.180054,179346919,19/05/2017,124.379997,129.070007,120.610001,123.059998,123.059998,63750018,19/05/2017,0.001439,0.00178,0.001439,0.001751,0.001751,2738,19/05/2017,27.27,28.17,26.66,27.42,27.42,20413017
20/05/2017,2040.180054,2094.939941,1980.069946,2044.189941,2044.189941,161036810,20/05/2017,123.059998,148.600006,121.720001,148,148,110402028,20/05/2017,0.001751,0.00295,0.001751,0.002878,0.002878,9390,20/05/2017,27.42,28.540001,25.26,26.02,26.02,33593334
21/05/2017,2044.189941,2264.76001,1998.609985,2124.409912,2124.409912,373482496,21/05/2017,148,181.460007,133.380005,160.389999,160.389999,274191653,21/05/2017,0.002878,0.0039,0.00261,0.003329,0.003329,20113,21/05/2017,26.02,26.700001,22.82,24.790001,24.790001,53140116
22/05/2017,2124.409912,2286.300049,2110.780029,2272.580078,2272.580078,251969081,22/05/2017,160.389999,176.039993,155.059998,169.5,169.5,114242328,22/05/2017,0.003329,0.0039,0.0029,0.003417,0.003417,21677,22/05/2017,24.790001,31.719999,24.4,31.360001,31.360001,69453835
23/05/2017,2272.580078,2496.97998,2263.290039,2445.280029,2445.280029,353734030,23/05/2017,169.5,201.149994,167.809998,193.029999,193.029999,175438578,23/05/2017,0.003417,0.003891,0.00318,0.003439,0.003439,6052,23/05/2017,31.360001,35.939999,29.85,34.799999,34.799999,76427969
24/05/2017,2445.280029,2781.76001,2210.47998,2307.219971,2307.219971,622139030,24/05/2017,193.029999,216.100006,160.860001,177.330002,177.330002,238787495,24/05/2017,0.003439,0.003524,0.003,0.0031,0.0031,11310,24/05/2017,34.799999,35.759998,26.07,28.32,28.32,82873114
25/05/2017,2306.959961,2616.52002,2051.449951,2244.889893,2244.889893,441342711,25/05/2017,177.330002,197.669998,141.559998,162.830002,162.830002,180297613,25/05/2017,0.0031,0.003184,0.002922,0.00315,0.00315,15747,25/05/2017,28.32,31.35,23.35,24.450001,24.450001,62136621
26/05/2017,2244.889893,2322.370117,1868.560059,2052.429932,2052.429932,446034004,26/05/2017,162.830002,169.619995,114.169998,156.630005,156.630005,220037050,26/05/2017,0.00315,0.00315,0.002,0.002424,0.002424,5433,26/05/2017,24.450001,25.940001,18.129999,22.83,22.83,63559697
27/05/2017,2052.429932,2300.52002,2051.070068,2189.02002,2189.02002,266766116,27/05/2017,156.509995,182.360001,156.509995,172.860001,172.860001,127225150,27/05/2017,0.002424,0.003019,0.0023,0.002372,0.002372,11936,27/05/2017,22.83,25.92,21.790001,23.889999,23.889999,37736853
28/05/2017,2189.02002,2337.350098,2117.340088,2278.209961,2278.209961,204101576,28/05/2017,172.860001,197.740005,165.360001,194.169998,194.169998,117364507,28/05/2017,0.002372,0.0029,0.002242,0.002646,0.002646,18464,28/05/2017,23.889999,25.99,23.01,25.33,25.33,25039934
29/05/2017,2278.209961,2329.26001,2147.100098,2192.550049,2192.550049,270069146,29/05/2017,194.169998,232.080002,185.830002,228.580002,228.580002,259513540,29/05/2017,0.002646,0.00284,0.0026,0.00268,0.00268,8640,29/05/2017,25.33,26.33,23.540001,23.889999,23.889999,28996976
30/05/2017,2192.550049,2330.620117,2168.370117,2303.340088,2303.340088,261223035,30/05/2017,228.580002,233.919998,214.050003,228.639999,228.639999,225740686,30/05/2017,0.00268,0.00268,0.002301,0.002421,0.002421,8861,30/05/2017,23.889999,25.99,23.51,25.91,25.91,25232341
31/05/2017,2303.340088,2460.840088,2303.340088,2412.649902,2412.649902,290070431,31/05/2017,228.639999,235.520004,208,220.699997,220.699997,188744370,31/05/2017,0.002421,0.002691,0.002418,0.002621,0.002621,4091,31/05/2017,25.91,29.610001,25.77,27.549999,27.549999,49800957
1/06/2017,2412.649902,2493.969971,2385.590088,2492.600098,2492.600098,199765372,1/06/2017,220.699997,227.710007,216.940002,222.039993,222.039993,89635792,1/06/2017,0.002621,0.003463,0.002521,0.002871,0.002871,13253,1/06/2017,27.549999,28.65,26.780001,28.27,28.27,22513588
2/06/2017,2492.600098,2582.77002,2449.949951,2545.429932,2545.429932,177168595,2/06/2017,222.039993,226.410004,218.789993,224.300003,224.300003,55938007,2/06/2017,0.002871,0.00331,0.002682,0.003209,0.003209,18436,2/06/2017,28.27,28.559999,26.809999,27.27,27.27,16824195
3/06/2017,2545.429932,2559.790039,2478.179932,2524.060059,2524.060059,149060810,3/06/2017,224.300003,249.339996,223.880005,244.960007,244.960007,123696111,3/06/2017,0.003209,0.003762,0.002553,0.003762,0.003762,14469,3/06/2017,27.27,27.93,26.860001,27.889999,27.889999,15762467
4/06/2017,2524.060059,2705.379883,2523.919922,2704.959961,2704.959961,225611887,4/06/2017,244.960007,248.619995,241.5,247.75,247.75,83061054,4/06/2017,0.003762,0.003825,0.002925,0.003776,0.003776,9839,4/06/2017,27.889999,31.620001,27.85,30.780001,30.780001,40548644
5/06/2017,2704.959961,2931.23999,2699.679932,2870.5,2870.5,538772473,5/06/2017,247.75,268.119995,246.5,264.26001,264.26001,189040588,5/06/2017,0.003776,0.06176,0.003298,0.003535,0.003535,19240,5/06/2017,30.780001,31.190001,28.32,30.07,30.07,42992959
6/06/2017,2870.5,2880.949951,2626.560059,2691.51001,2691.51001,340329903,6/06/2017,264.26001,264.799988,246.169998,255.770004,255.770004,115588722,6/06/2017,0.003535,0.003842,0.003154,0.003295,0.003295,16883,6/06/2017,30.07,30.57,27.879999,28.469999,28.469999,25712956
7/06/2017,2691.51001,2808.409912,2623.610107,2798.780029,2798.780029,260898606,7/06/2017,255.770004,260.769989,250.889999,259.410004,259.410004,90124852,7/06/2017,0.003295,0.003499,0.003086,0.003386,0.003386,9941,7/06/2017,28.469999,30.389999,27.799999,29.9,29.9,24919274
8/06/2017,2798.780029,2852.070068,2786.070068,2811.429932,2811.429932,189237110,8/06/2017,259.410004,279.140015,259.359985,279.109985,279.109985,121471877,8/06/2017,0.003386,0.003625,0.003292,0.00336,0.00336,15960,8/06/2017,29.9,30.629999,29.51,29.540001,29.540001,21986499
9/06/2017,2811.429932,2914.189941,2807.360107,2900.25,2900.25,246869682,9/06/2017,279.109985,351.820007,278.790009,335.950012,335.950012,286877358,9/06/2017,0.00336,0.00348,0.003124,0.003124,0.003124,10896,9/06/2017,29.540001,30.309999,29.389999,30.059999,30.059999,24059480
10/06/2017,2900.25,2977.860107,2867.25,2973.449951,2973.449951,241516660,10/06/2017,335.950012,351.209991,314.390015,339.679993,339.679993,215135870,10/06/2017,0.003124,0.003498,0.003042,0.003449,0.003449,21855,10/06/2017,30.059999,34.43,29.65,33.630001,33.630001,52704206
11/06/2017,2973.449951,2985.060059,2483.629883,2656.77002,2656.77002,585158909,11/06/2017,339.679993,417.209991,311.98999,394.660004,394.660004,549683393,11/06/2017,0.003449,0.003468,0.002716,0.003,0.003,21009,11/06/2017,33.630001,33.700001,27.09,28.98,28.98,55552187
12/06/2017,2656.77002,2784.77002,2647.439941,2712.98999,2712.98999,314476276,12/06/2017,394.660004,399.5,359.700012,388.089996,388.089996,260123720,12/06/2017,0.003,0.003392,0.002966,0.003276,0.003276,21574,12/06/2017,28.98,30.610001,28.74,30.379999,30.379999,22434912
13/06/2017,2712.98999,2803.719971,2348.98999,2467.27002,2467.27002,448294279,13/06/2017,388.089996,393.619995,317.230011,343.839996,343.839996,348212541,13/06/2017,0.003276,0.003377,0.002739,0.003038,0.003038,14247,13/06/2017,30.379999,31.809999,27.959999,29.190001,29.190001,40744168
14/06/2017,2467.27002,2521.600098,2125.560059,2442.459961,2442.459961,606264366,14/06/2017,343.839996,351.940002,260.779999,344.679993,344.679993,602112721,14/06/2017,0.003038,0.003122,0.002544,0.003066,0.003066,18618,14/06/2017,29.190001,29.790001,25.450001,29.290001,29.290001,42738176
15/06/2017,2442.459961,2536.419922,2335.280029,2508.580078,2508.580078,286630757,15/06/2017,344.679993,360.839996,316.829987,353.609985,353.609985,223997348,15/06/2017,0.003066,0.003194,0.002752,0.00305,0.00305,24023,15/06/2017,29.290001,34.18,28.32,34.119999,34.119999,53638308
16/06/2017,2508.580078,2690.709961,2454.810059,2655.100098,2655.100098,246698591,16/06/2017,353.609985,368.329987,342.850006,368.100006,368.100006,134453789,16/06/2017,0.00305,0.003303,0.002932,0.003193,0.003193,13771,16/06/2017,34.119999,47.700001,34.119999,45.799999,45.799999,204842940
17/06/2017,2655.100098,2676.040039,2488.590088,2539.560059,2539.560059,235239296,17/06/2017,368.100006,379.170013,341.290009,351.529999,351.529999,162855868,17/06/2017,0.003193,0.003226,0.002932,0.003066,0.003066,23158,17/06/2017,45.799999,45.810001,39.490002,43.799999,43.799999,106024449
18/06/2017,2539.560059,2617.75,2518.780029,2616.820068,2616.820068,210372750,18/06/2017,351.529999,361.5,348.660004,358.200012,358.200012,106180717,18/06/2017,0.003066,0.003211,0.002933,0.003098,0.003098,18591,18/06/2017,43.799999,50.139999,42.450001,47.369999,47.369999,134413488
19/06/2017,2616.820068,2800.47998,2613.97998,2754.379883,2754.379883,300034010,19/06/2017,358.200012,365.220001,323.690002,350.529999,350.529999,201343473,19/06/2017,0.003098,0.00323,0.00304,0.003133,0.003133,19843,19/06/2017,47.369999,48.32,43.290001,45.68,45.68,68659918
